chrom	chromStart	chromEnd	id	st.recomb	st.diversity	st.bkgd	bp.simpleRepeat	bp.rmskRM327	bp.phastConsElements46wayPlacMammal	bp.allSoftRegions	perc.simpleRepeat	perc.rmskRM327	perc.phastConsElements46wayPlacMammal	perc.allSoftRegions
chr8	520115	543398	chr8.79833	NA	0.00194638751783652	0.982	698	13569	28	14038	3	58.28	0.12	60.29
chr8	543981	550904	chr8.79834	NA	0.00175189592421589	0.978100823342482	93	2758	24	2874	1.34	39.84	0.35	41.51
chr8	551464	563132	chr8.79836	NA	0.00135477131827832	0.976	192	5216	46	5378	1.65	44.7	0.39	46.09
chr8	564368	564736	chr8.79840	NA	0.0010225626911315	0.976	0	0	0	0	0	0	0	0
chr8	1659772	1678490	chr8.79842	NA	0.00172439645895153	0.964565445026178	124	16733	13	16768	0.66	89.4	0.07	89.58
chr8	1679096	1680546	chr8.79852	NA	0.00164308099688474	0.973798620689655	0	837	0	837	0	57.72	0	57.72
chr8	1681004	1687257	chr8.79853	NA	0.000858930220431382	0.976	38	3491	0	3492	0.61	55.83	0	55.85
chr8	1687596	1690755	chr8.79855	NA	0.000890599373881932	0.976	476	2053	0	2425	15.07	64.99	0	76.76
chr8	1691030	1691312	chr8.79856	NA	0.000859755274261603	0.976	37	277	0	277	13.12	98.23	0	98.23
chr8	1691326	1697085	chr8.79857	NA	0.00140262114285714	0.976	108	2093	0	2148	1.88	36.34	0	37.3
chr8	1906807	1907854	chr8.79858	NA	0.00100612045714286	0.952177650429799	0	441	0	441	0	42.12	0	42.12
chr8	1913134	1914304	chr8.79859	NA	0.00110137865168539	0.958	0	220	0	220	0	18.8	0	18.8
chr8	1968913	1981649	chr8.79860	NA	0.00146718383221544	0.976	1290	4548	7	4946	10.13	35.71	0.05	38.83
chr8	2680184	2688230	chr8.79861	7.75251358146876	0.00134126612875828	0.983279393487447	67	2677	0	2679	0.83	33.27	0	33.3
chr8	2688714	2689331	chr8.79864	4.55692778359409	0.000357571698113208	0.982	42	375	0	417	6.81	60.78	0	67.59
chr8	2689671	2690840	chr8.79865	3.72729441967065	0.000200896834901625	0.982	0	0	0	0	0	0	0	0
chr8	2691079	2695401	chr8.79866	1.71915105014144	0.00130874734651405	0.982	31	2209	0	2240	0.72	51.11	0	51.83
chr8	2759011	2776259	chr8.79886	5.67421177287877	0.00169949211540933	0.973254522263451	464	11490	78	11736	2.69	66.62	0.45	68.04
chr8	2777022	2777928	chr8.79887	38.9571845344282	0.0024442103960396	0.976	100	100	0	100	11.04	11.04	0	11.04
chr8	2778914	2782083	chr8.79889	11.3558699724212	0.0020565687003761	0.974988955506469	0	1371	0	1371	0	43.26	0	43.26
chr8	2782486	2792874	chr8.79891	14.9945915062209	0.00341496769322948	0.961934539853677	103	3786	3	3814	0.99	36.45	0.03	36.72
chr8	13880913	13888754	chr8.79928	2.11831973248357	0.00259104094256259	0.980644305573269	133	7397	0	7397	1.7	94.34	0	94.34
chr8	13888986	13892567	chr8.79929	11.763254770625	0.00142365050266115	0.981	0	1973	87	2060	0	55.1	2.43	57.53
chr8	13893589	13895189	chr8.79930	2.77802134901969	0.0021824393125	0.981	0	349	0	349	0	21.81	0	21.81
chr8	15764706	15773356	chr8.79931	2.115309513522	0.0017983962377531	0.974506589595376	122	4317	214	4531	1.41	49.91	2.47	52.38
chr8	20161492	20179564	chr8.80048	3.10607353530622	0.000781136929460581	0.958541334661354	883	7919	826	8742	4.89	43.82	4.57	48.37
chr8	20180241	20207720	chr8.80050	3.63958384880954	0.000810931482857939	0.965244623166782	1478	13361	323	14103	5.38	48.62	1.18	51.32
chr8	29325741	29343799	chr8.80315	1.09919595126976	0.00125932453496756	0.956961679034223	201	10525	469	11000	1.11	58.28	2.6	60.91
chr8	29344497	29356099	chr8.80316	67.8818893938129	0.00144501497018739	0.957952249612136	200	7452	14	7625	1.72	64.23	0.12	65.72
chr8	29356882	29365623	chr8.80318	1.43564809468763	0.001202907258399	0.954864889600732	64	3282	145	3491	0.73	37.55	1.66	39.94
chr8	29366265	29384828	chr8.80319	5.12440559159629	0.00119165328240974	0.953869902494209	964	7980	614	8698	5.19	42.99	3.31	46.86
chr8	29387840	29405687	chr8.80320	18.0614155251667	0.000869945213137666	0.957666386507536	432	9490	759	10269	2.42	53.17	4.25	57.54
chr8	29405930	29412157	chr8.80321	8.1868901764286	0.0011741497582038	0.960770515497029	150	3704	91	3817	2.41	59.48	1.46	61.3
chr8	29412891	29416639	chr8.80325	2.22526426150437	0.000789498990772779	0.954784418356457	0	965	151	1095	0	25.75	4.03	29.22
chr8	29462780	29471183	chr8.80348	4.04106641722	0.0015921963426528	0.954157205759848	79	3667	122	3805	0.94	43.64	1.45	45.28
chr8	29526127	29529678	chr8.80357	5.95311226516571	0.000855811504735181	0.953727682343002	0	1424	24	1448	0	40.1	0.68	40.78
chr8	29529856	29530206	chr8.80358	4.5945428358514	0.00207806870967742	0.959757142857143	0	184	0	184	0	52.57	0	52.57
chr8	29530676	29531437	chr8.80360	3.83213123744272	0.000180853643724696	0.960483574244415	0	457	8	465	0	60.05	1.05	61.1
chr8	29729166	29733925	chr8.80367	7.38543696729796	0.000697738922155689	0.955541290187014	71	3361	87	3434	1.49	70.62	1.83	72.16
chr8	29734350	29736806	chr8.80369	8.06449534240403	0.000841096807511737	0.958	0	1457	26	1457	0	59.32	1.06	59.32
chr8	29834422	29837349	chr8.80376	2.83993629823787	0.00122349608745685	0.95	42	586	61	689	1.43	20.02	2.08	23.54
chr8	31258638	31265580	chr8.80499	14.3816590091067	0.0016606031209603	0.957	106	5189	43	5189	1.53	74.75	0.62	74.75
chr8	31394046	31455614	chr8.80505	16.0183432587625	0.00105657871183428	0.952414728430353	338	45411	1529	46850	0.55	73.76	2.48	76.09
chr8	31455720	31496910	chr8.80506	1.98509214694974	0.000965093792804508	0.954651687302743	500	22538	468	22974	1.21	54.72	1.14	55.78
chr8	37168392	37169027	chr8.80678	10.4545072990544	0.000208986456692913	0.950264566929134	0	345	0	345	0	54.33	0	54.33
chr8	37169319	37184079	chr8.80681	6.31757839071628	0.00103888031751174	0.955342073170732	553	5908	894	6818	3.75	40.03	6.06	46.19
chr8	58722237	58768284	chr8.81327	6.41987576563521	0.00134259912164907	0.967197211544726	359	28788	295	29101	0.78	62.52	0.64	63.2
chr8	58768698	58796019	chr8.81328	16.7560151106714	0.00111836259425408	0.963168551663555	105	15871	187	16071	0.38	58.09	0.68	58.82
chr8	58812287	58853933	chr8.81332	1.87944830273942	0.000938021085695876	0.95178751860923	652	23456	762	24166	1.57	56.32	1.83	58.03
chr8	70155268	70199835	chr8.81725	1.42664649855035	0.000955928535905358	0.955253393766688	1660	26820	2014	28854	3.72	60.18	4.52	64.74
chr8	72533707	72550978	chr8.81843	11.7518153482303	0.00105047049537649	0.967864396966012	144	8279	487	8750	0.83	47.94	2.82	50.66
chr8	72618496	72623165	chr8.81856	2.04537883349928	0.00225678559661097	0.962139001927608	0	963	85	1048	0	20.63	1.82	22.45
chr8	72660365	72681145	chr8.81869	1.35798154139526	0.000787719112809084	0.950135851780558	537	7641	910	8620	2.58	36.77	4.38	41.48
chr8	83788564	83789762	chr8.82319	1.56589451647205	0.00129656994991653	0.95	0	776	0	776	0	64.77	0	64.77
chr8	83790149	83794049	chr8.82320	2.306108057023	0.00088607874948917	0.95	343	2237	9	2249	8.79	57.36	0.23	57.67
chr8	83794126	83794494	chr8.82321	2.86353725939294	0.000615460054347826	0.95	0	0	0	0	0	0	0	0
chr8	83794585	83817707	chr8.82322	1.18605605591549	0.00132440681844923	0.95	438	15164	267	15544	1.89	65.58	1.15	67.23
chr8	102029741	102064242	chr8.82911	17.1864896440078	0.00103404510799516	0.950043187153996	781	17748	1057	18774	2.26	51.44	3.06	54.42
chr8	102088479	102089465	chr8.82912	5.32673814072995	0.000109951318458418	0.962988843813387	0	691	0	691	0	70.08	0	70.08
