chrom	chromStart	chromEnd	id	st.recomb	st.diversity	st.bkgd	bp.simpleRepeat	bp.rmskRM327	bp.phastConsElements46wayPlacMammal	bp.allSoftRegions	perc.simpleRepeat	perc.rmskRM327	perc.phastConsElements46wayPlacMammal	perc.allSoftRegions
chr2	10000	12335	chr2.38302	NA	0.00524164365325077	-1	1286	2284	0	2323	55.07	97.82	0	99.49
chr2	2424863	2435861	chr2.38318	NA	0.00109263841930806	0.968987997817785	152	8618	36	8671	1.38	78.36	0.33	78.84
chr2	2435979	2437494	chr2.38321	NA	0.000444834377387319	0.97	0	218	0	218	0	14.39	0	14.39
chr2	2437700	2441579	chr2.38322	NA	0.00131945044352454	0.969661768497035	71	1275	0	1276	1.83	32.87	0	32.9
chr2	2441785	2465868	chr2.38323	NA	0.00092998952327595	0.969	228	17112	14	17212	0.95	71.05	0.06	71.47
chr2	2466402	2467786	chr2.38324	NA	0.00125369608510638	0.969	7	1272	0	1279	0.51	91.91	0	92.41
chr2	2468181	2468480	chr2.38325	NA	0.00218596989966555	0.968	0	77	0	77	0	25.75	0	25.75
chr2	2469010	2473735	chr2.38328	NA	0.00278117864550264	0.96706201058201	206	1952	35	2193	4.36	41.31	0.74	46.41
chr2	2474362	2496520	chr2.38330	NA	0.00172709431709406	0.964704711616572	355	10196	464	10774	1.6	46.01	2.09	48.62
chr2	2497856	2500963	chr2.38331	NA	0.00110962922966163	0.971693916961699	0	538	24	562	0	17.32	0.77	18.09
chr2	2501298	2539932	chr2.38332	NA	0.00140745354540821	0.976548739452296	636	13609	680	14429	1.65	35.23	1.76	37.35
chr2	2539950	2569913	chr2.38334	1.2685722301761	0.00113036289607484	0.987883256015753	1359	14982	50	15640	4.54	50	0.17	52.2
chr2	2570455	2572856	chr2.38335	7.71345066830636	0.00124929733791327	0.988	0	390	0	390	0	16.24	0	16.24
chr2	2574148	2574618	chr2.38337	6.00999349591147	0.0029035785106383	0.988	0	0	0	0	0	0	0	0
chr2	2574825	2583802	chr2.38339	2.0313391663269	0.00107132169259073	0.988	2113	3650	57	4051	23.54	40.66	0.63	45.13
chr2	2585281	2616874	chr2.38340	7.51893932956595	0.00231137031365163	0.983624473775837	518	18958	335	19513	1.64	60.01	1.06	61.76
chr2	2637735	2638363	chr2.38343	11.9860409160077	0.00331442275042445	0.982828025477707	127	196	0	292	20.22	31.21	0	46.5
chr2	2638917	2640068	chr2.38344	8.00843051403834	0.00131937490636704	0.985679409209383	57	574	0	574	4.95	49.87	0	49.87
chr2	2641137	2642900	chr2.38346	4.35153386905842	0.00217980646625071	0.987152580828134	104	170	0	274	5.9	9.64	0	15.54
chr2	2643402	2645760	chr2.38347	4.62937903947971	0.00108802397196262	0.987636132315522	0	633	107	740	0	26.84	4.54	31.38
chr2	2660402	2660867	chr2.38348	95.2879129670975	4.88759139784946e-05	0.979251612903226	0	0	0	0	0	0	0	0
chr2	2660959	2664324	chr2.38349	170.742754489675	0.00123787783295711	0.988308766716196	0	2121	0	2121	0	63.03	0	63.03
chr2	2664864	2677115	chr2.38350	119.184347647183	0.00112548287560582	0.993735450167333	801	3455	0	4182	6.54	28.2	0	34.14
chr2	2706019	2709256	chr2.38356	3.93672107367516	0.00147936473354232	0.993387704664813	0	260	83	343	0	8.03	2.56	10.6
chr2	2709934	2720363	chr2.38357	14.1231018137491	0.00204923958163265	0.993086106050436	132	2333	379	2770	1.27	22.37	3.63	26.56
chr2	2720697	2726139	chr2.38358	2.48780683428192	0.00297498864459389	0.994	984	1819	107	2353	18.08	33.43	1.97	43.24
chr2	2726835	2727594	chr2.38359	3.46514436422658	0.000351628571428571	0.994	0	204	0	204	0	26.88	0	26.88
chr2	2727977	2733679	chr2.38361	1.18602296483073	0.00149432233849869	0.993229743949491	0	3052	0	3052	0	53.53	0	53.53
chr2	2740760	2741450	chr2.38363	0.967909846733323	0.00336446458333333	0.993	77	133	0	133	11.16	19.28	0	19.28
chr2	2774806	2776298	chr2.38368	10.2079323388635	0.00119070303867403	0.994	0	240	0	240	0	16.09	0	16.09
chr2	2776807	2789206	chr2.38370	3.39570711515509	0.00107869962472636	0.994	2398	4038	133	6450	19.34	32.57	1.07	52.02
chr2	2799460	2817882	chr2.38378	4.78265668353708	0.00155806105664488	0.99388150037998	234	7170	159	7352	1.27	38.92	0.86	39.91
chr2	2830207	2835346	chr2.38379	0.916091629155492	0.00128862703180212	0.988	0	2152	53	2188	0	41.88	1.03	42.58
chr2	2835611	2837548	chr2.38380	3.62605766159643	0.00110660131440589	0.987759938048529	0	1225	0	1225	0	63.24	0	63.24
chr2	2842163	2851637	chr2.38382	5.02546327753083	0.00134783181975337	0.98621997044543	227	3288	147	3458	2.4	34.71	1.55	36.5
chr2	3129798	3135756	chr2.38400	2.41589853081749	0.000616991065365025	0.969321248741188	186	2549	61	2761	3.12	42.78	1.02	46.34
chr2	3823931	3825485	chr2.38460	4.07048921051233	0.00284742384665367	0.98528120978121	0	1183	0	1183	0	76.13	0	76.13
chr2	3825945	3826405	chr2.38461	2.26971649770995	0.00307251876379691	0.985	0	0	0	0	0	0	0	0
chr2	3848667	3853967	chr2.38465	1.33817937962786	0.00138235883956386	0.984431886792453	34	736	0	770	0.64	13.89	0	14.53
chr2	4372478	4429934	chr2.38472	1.95796404597375	0.000991879235648775	0.989099537037037	433	29399	655	30033	0.75	51.17	1.14	52.27
chr2	4464423	4470339	chr2.38474	1.91034089481453	0.000676940803872054	0.98952400270453	361	1489	40	1565	6.1	25.17	0.68	26.45
chr2	4470694	4493607	chr2.38476	12.1089321596279	0.00101407797647307	0.993366211321084	173	12207	0	12208	0.76	53.28	0	53.28
chr2	4525040	4561467	chr2.38478	13.1663492456549	0.00079510348213308	0.988834106569303	166	22760	384	23144	0.46	62.48	1.05	63.54
