chr	start	end	length	rec	bgs
chr6	780214	780440	226	0.952	226.0
chr6	781077	786063	4986	0.960453670277	2581.0
chr6	786175	791403	5228	0.96705489671	1374.0
chr6	791984	796484	4500	0.967886666667	117.0
chr6	796619	800722	4103	0.970469656349	701.0
chr6	801084	806573	5489	0.973405538349	1952.0
chr6	806997	809522	2525	0.970133069307	469.0
chr6	809978	811727	1749	0.970229273871	185.0
chr6	811838	828226	16388	0.976537100317	8783.0
chr6	839252	840276	1024	0.982	799.0
chr6	840725	841313	588	0.987620748299	0.0
chr6	841958	846887	4929	0.984170217083	1789.0
chr6	876771	877793	1022	0.976394324853	0.0
chr6	879161	880233	1072	0.981623134328	838.0
chr6	903764	905471	1707	0.978806678383	1138.0
chr6	911131	919581	8450	0.984628047337	3216.0
chr6	920180	941052	20872	0.985308786892	12174.0
chr6	941471	951384	9913	0.98537455866	4889.0
chr6	1249050	1250969	1919	0.993	1611.0
chr6	1251623	1257466	5843	0.992537395174	1300.0
chr6	1260892	1270716	9824	0.992549572476	4390.0
chr6	1270996	1285171	14175	0.992477389771	6047.0
chr6	1285722	1295477	9755	0.987630240902	3824.0
chr6	1295931	1300819	4888	0.988	3061.0
chr6	1301019	1304106	3087	0.988	2383.0
chr6	1304236	1308069	3833	0.980510305244	2206.0
chr6	1324257	1332377	8120	0.959921305419	3888.0
chr6	1332535	1357668	25133	0.976444674333	16388.0
chr6	1359491	1381596	22105	0.980579642615	9847.0
chr6	1385299	1388236	2937	0.97205175349	263.0
chr6	1388467	1388953	486	0.968148148148	18.0
chr6	1395838	1441472	45634	0.978113950125	23097.0
chr6	1441860	1459110	17250	0.987505043478	14391.0
chr6	1473956	1477822	3866	0.98778375582	2546.0
chr6	1479242	1486292	7050	0.987884255319	4163.0
chr6	1486764	1490480	3716	0.985979278794	1850.0
chr6	1490878	1492795	1917	0.983677621283	529.0
chr6	1493126	1496343	3217	0.987	1101.0
chr6	1519556	1528598	9042	0.98700973236	4071.0
chr6	2484936	2502655	17719	0.952335854168	10422.0
chr6	2506919	2527402	20483	0.954277449592	7268.0
chr6	3469344	3478017	8673	0.975661016949	4007.0
chr6	3478196	3480963	2767	0.978698590531	2336.0
chr6	3481564	3483198	1634	0.981	1172.0
