chr	start	end	length	rec	bgs
chr4	1478646	1489940	11294	-1.0	7344.0
chr4	1490613	1494916	4303	-1.0	194.0
chr4	10900098	10905662	5564	0.971247663551	2733.0
chr4	10905873	10907737	1864	0.973075643777	1839.0
chr4	10936545	10947633	11088	0.979219877345	5547.0
chr4	10947813	10959645	11832	0.980692359703	7131.0
chr4	10973365	11020556	47191	0.970856349728	23503.0
chr4	11020978	11023762	2784	0.96842420977	868.0
chr4	11024042	11030828	6786	0.970234453286	2721.0
chr4	11030910	11040822	9912	0.979178672316	4044.0
chr4	11043361	11055580	12219	0.981557983468	7680.0
chr4	11180006	11186793	6787	0.970824370119	3598.0
chr4	11187021	11198048	11027	0.974949306248	4561.0
chr4	11278929	11279512	583	0.9687135506	34.0
chr4	11440140	11441468	1328	0.961	1184.0
chr4	11491956	11517303	25347	0.96504978893	14166.0
chr4	11530582	11565606	35024	0.985300879397	22165.0
chr4	11921312	11985169	63857	0.981498003351	41981.0
chr4	12169947	12188942	18995	0.973746038431	8678.0
chr4	12189537	12225074	35537	0.984326167093	20001.0
chr4	12303250	12326816	23566	0.978083976916	13214.0
chr4	12880174	12887803	7629	0.965742168043	3226.0
chr4	12888039	12888720	681	0.97772246696	474.0
chr4	12993404	13014849	21445	0.966915598042	10829.0
chr4	13041697	13063679	21982	0.959866072241	11670.0
chr4	13063870	13098881	35011	0.97113781383	18273.0
chr4	13099816	13104044	4228	0.973745742668	1442.0
chr4	13104604	13128392	23788	0.962149865478	13154.0
chr4	14263648	14277043	13395	0.97011556551	5634.0
chr4	14298663	14303513	4850	0.974014639175	2503.0
chr4	14303744	14304138	394	0.975	92.0
chr4	17109596	17117148	7552	0.952503177966	5948.0
chr4	17256079	17289363	33284	0.969598125225	16489.0
chr4	17295911	17317217	21306	0.971774852154	14401.0
chr4	17317571	17327189	9618	0.960928155542	2863.0
chr4	17327789	17373349	45560	0.964925504829	24615.0
chr4	17374929	17390909	15980	0.963110325407	10088.0
chr4	17391208	17415804	24596	0.961321475037	14018.0
