chr	start	end	length	rec	bgs
chr8	520115	543398	23283	0.982	13569.0
chr8	543981	550904	6923	0.978100823342	2758.0
chr8	551464	563132	11668	0.976	5216.0
chr8	564368	564736	368	0.976	0.0
chr8	1659772	1678490	18718	0.964565445026	16733.0
chr8	1679096	1680546	1450	0.97379862069	837.0
chr8	1681004	1687257	6253	0.976	3491.0
chr8	1687596	1690755	3159	0.976	2053.0
chr8	1691030	1691312	282	0.976	277.0
chr8	1691326	1697085	5759	0.976	2093.0
chr8	1906807	1907854	1047	0.95217765043	441.0
chr8	1913134	1914304	1170	0.958	220.0
chr8	1968913	1981649	12736	0.976	4548.0
chr8	2680184	2688230	8046	0.983279393487	2677.0
chr8	2688714	2689331	617	0.982	375.0
chr8	2689671	2690840	1169	0.982	0.0
chr8	2691079	2695401	4322	0.982	2209.0
chr8	2759011	2776259	17248	0.973254522263	11490.0
chr8	2777022	2777928	906	0.976	100.0
chr8	2778914	2782083	3169	0.974988955506	1371.0
chr8	2782486	2792874	10388	0.961934539854	3786.0
chr8	13880913	13888754	7841	0.980644305573	7397.0
chr8	13888986	13892567	3581	0.981	1973.0
chr8	13893589	13895189	1600	0.981	349.0
chr8	15764706	15773356	8650	0.974506589595	4317.0
chr8	20161492	20179564	18072	0.958541334661	7919.0
chr8	20180241	20207720	27479	0.965244623167	13361.0
chr8	29325741	29343799	18058	0.956961679034	10525.0
chr8	29344497	29356099	11602	0.957952249612	7452.0
chr8	29356882	29365623	8741	0.954864889601	3282.0
chr8	29366265	29384828	18563	0.953869902494	7980.0
chr8	29387840	29405687	17847	0.957666386508	9490.0
chr8	29405930	29412157	6227	0.960770515497	3704.0
chr8	29412891	29416639	3748	0.954784418356	965.0
chr8	29462780	29471183	8403	0.95415720576	3667.0
chr8	29526127	29529678	3551	0.953727682343	1424.0
chr8	29529856	29530206	350	0.959757142857	184.0
chr8	29530676	29531437	761	0.960483574244	457.0
chr8	29729166	29733925	4759	0.955541290187	3361.0
chr8	29734350	29736806	2456	0.958	1457.0
chr8	29834422	29837349	2927	0.95	586.0
chr8	31258638	31265580	6942	0.957	5189.0
chr8	31394046	31455614	61568	0.95241472843	45411.0
chr8	31455720	31496910	41190	0.954651687303	22538.0
chr8	37168392	37169027	635	0.950264566929	345.0
chr8	37169319	37184079	14760	0.955342073171	5908.0
chr8	58722237	58768284	46047	0.967197211545	28788.0
chr8	58768698	58796019	27321	0.963168551664	15871.0
chr8	58812287	58853933	41646	0.951787518609	23456.0
chr8	70155268	70199835	44567	0.955253393767	26820.0
chr8	72533707	72550978	17271	0.967864396966	8279.0
chr8	72618496	72623165	4669	0.962139001928	963.0
chr8	72660365	72681145	20780	0.950135851781	7641.0
chr8	83788564	83789762	1198	0.95	776.0
chr8	83790149	83794049	3900	0.95	2237.0
chr8	83794126	83794494	368	0.95	0.0
chr8	83794585	83817707	23122	0.95	15164.0
chr8	102029741	102064242	34501	0.950043187154	17748.0
chr8	102088479	102089465	986	0.962988843813	691.0
chr8	102089938	102090573	635	0.963	162.0
chr8	102091052	102093851	2799	0.96151196856	1000.0
chr8	102093995	102110213	16218	0.962837032926	9131.0
chr8	102126551	102132659	6108	0.964	2655.0
chr8	102133124	102134372	1248	0.964	621.0
chr8	102138386	102141213	2827	0.957821011673	840.0
chr8	102385417	102386126	709	0.958	297.0
chr8	102386674	102387452	778	0.958	324.0
chr8	117402258	117414780	12522	0.950584331576	11330.0
chr8	122341946	122348051	6105	0.961199180999	4929.0
chr8	122348112	122348965	853	0.962	295.0
chr8	122472992	122507464	34472	0.950373056394	17841.0
chr8	122507654	122564808	57154	0.950838121566	35370.0
chr8	122961848	122965183	3335	0.966990404798	1592.0
chr8	123160789	123168002	7213	0.968384583391	1883.0
chr8	123168413	123182512	14099	0.967456982765	5773.0
chr8	123679530	123682623	3093	0.958347882315	2090.0
chr8	123730574	123744514	13940	0.956596269727	6867.0
chr8	123745124	123761062	15938	0.954541975154	6560.0
chr8	123761573	123790418	28845	0.961290518287	16985.0
chr8	123791249	123791876	627	0.955816586922	78.0
chr8	123791980	123792209	229	0.952755458515	0.0
chr8	126554102	126566791	12689	0.965617306328	6045.0
chr8	126639253	126680697	41444	0.978605009169	21868.0
chr8	126682159	126696418	14259	0.982	10746.0
chr8	126696906	126706706	9800	0.981537142857	4344.0
chr8	129978247	130009506	31259	0.963245305352	13656.0
chr8	130344509	130355124	10615	0.957683937824	4719.0
chr8	130355723	130356254	531	0.975	265.0
chr8	130356605	130363939	7334	0.967441096264	6310.0
chr8	130696497	130697644	1147	0.974747166521	503.0
chr8	130698918	130700131	1213	0.969998351195	156.0
chr8	130700820	130705408	4588	0.961928727114	930.0
chr8	131547440	131552150	4710	0.956500636943	2932.0
chr8	131552349	131556636	4287	0.959398180546	1933.0
chr8	132295257	132307907	12650	0.955654071146	5948.0
chr8	132329879	132396944	67065	0.959912264221	43101.0
chr8	132397114	132458948	61834	0.953814665071	33388.0
chr8	134338698	134350319	11621	0.952938645555	8435.0
chr8	134350898	134363648	12750	0.957877803922	7057.0
chr8	134364139	134374741	10602	0.958216091304	5623.0
chr8	134376909	134377176	267	0.964	267.0
chr8	134421773	134452113	30340	0.961771423863	18983.0
chr8	134452365	134464675	12310	0.960670511779	5494.0
chr8	134465059	134466612	1553	0.955844172569	196.0
chr8	134586104	134590247	4143	0.982	2719.0
chr8	134590675	134603930	13255	0.982	7732.0
chr8	134604216	134605389	1173	0.982	513.0
chr8	134605798	134638337	32539	0.981628845386	17780.0
chr8	134827078	134861049	33971	0.987162197168	16054.0
chr8	134914650	134964545	49895	0.984505080669	29197.0
chr8	134966033	135001867	35834	0.983603979461	17294.0
chr8	135013555	135014633	1078	0.980748608534	766.0
chr8	135015220	135017836	2616	0.969856651376	1389.0
chr8	135017878	135019559	1681	0.957222486615	390.0
chr8	135020036	135022564	2528	0.961695806962	435.0
chr8	135367000	135409519	42519	0.966658505609	21448.0
chr8	136085814	136087654	1840	0.977	1160.0
chr8	136088102	136147562	59460	0.970415405314	37730.0
chr8	136147964	136181603	33639	0.976046285561	18392.0
chr8	136182033	136190229	8196	0.956784040996	4936.0
chr8	136197200	136218417	21217	0.97379200641	9287.0
chr8	136736357	136745172	8815	0.973447872944	2920.0
chr8	136996080	137023805	27725	0.969401514878	12543.0
chr8	137250809	137307105	56296	0.973974864999	27560.0
chr8	137307496	137360218	52722	0.985993076894	25930.0
chr8	138021118	138053614	32496	0.973249907681	20562.0
chr8	138053902	138061353	7451	0.992975976379	2941.0
chr8	138249077	138307846	58769	0.983389031632	39236.0
chr8	138349935	138418343	68408	0.967692009706	42159.0
chr8	138527261	138569040	41779	0.974786471672	20442.0
chr8	138569715	138607832	38117	0.989788178503	19660.0
chr8	138608466	138616598	8132	0.982067019183	2329.0
chr8	138617022	138658279	41257	0.980585040114	19412.0
chr8	138659105	138710565	51460	0.955370034979	24498.0
chr8	138744276	138763730	19454	0.981633031767	13400.0
chr8	138763923	138800413	36490	0.985258701014	16766.0
chr8	138803104	138817122	14018	0.98741953203	6603.0
chr8	139926249	139958368	32119	0.973941623338	13997.0
chr8	139958821	139963971	5150	0.982	4330.0
chr8	139965488	140014058	48570	0.984513465102	30884.0
chr8	140062638	140092450	29812	0.986464578022	20063.0
chr8	140092901	140099986	7085	0.988	4080.0
chr8	140218631	140256825	38194	0.982950594334	18806.0
chr8	140266903	140272833	5930	0.988	3274.0
chr8	140273485	140275312	1827	0.988	1000.0
chr8	140276018	140278836	2818	0.988	1340.0
chr8	140280866	140332626	51760	0.988	26103.0
chr8	140422382	140470900	48518	0.986409147121	30879.0
chr8	140471209	140472710	1501	0.986	928.0
chr8	140565156	140589648	24492	0.987805854973	12407.0
chr8	140591581	140592657	1076	0.977732342007	1045.0
chr8	140593634	140603552	9918	0.979763258722	4158.0
chr8	140608389	140613080	4691	0.981	1911.0
chr8	142523753	142528527	4774	0.971341013825	1966.0
chr8	142532935	142550885	17950	0.97586189415	6506.0
chr8	142551590	142559715	8125	0.976	2415.0
chr8	142559785	142560393	608	0.976	0.0
chr8	142561679	142564796	3117	0.976	639.0
chr8	142565419	142567815	2396	0.976	1185.0
chr8	142667601	142668070	469	0.982	0.0
chr8	142668570	142681407	12837	0.982	4398.0
chr8	142681716	142707397	25681	0.98737595888	7080.0
chr8	142707867	142710707	2840	0.988	1175.0
chr8	142970306	142989029	18723	0.988	9842.0
chr8	142989182	143031478	42296	0.983783572915	14983.0
chr8	143031805	143048780	16975	0.986873343152	12365.0
chr8	143066665	143076037	9372	0.988	2548.0
chr8	143076282	143085513	9231	0.988	2616.0
chr8	143086049	143087404	1355	0.988	178.0
chr8	143094784	143129153	34369	0.988	10257.0
chr8	143129791	143130971	1180	0.988	586.0
chr8	143131586	143142346	10760	0.988	6753.0
chr8	143142473	143163333	20860	0.988	12642.0
chr8	143165291	143171187	5896	0.988	5083.0
chr8	143172068	143182495	10427	0.988	1837.0
chr8	143183201	143191726	8525	0.988	1127.0
chr8	143191895	143193471	1576	0.988	0.0
chr8	143193957	143202328	8371	0.988	2986.0
chr8	143205710	143209437	3727	0.987051784277	1057.0
chr8	143247678	143250997	3319	0.982	1477.0
chr8	143251298	143254686	3388	0.982	488.0
chr8	143255784	143257058	1274	0.982	530.0
chr8	143257779	143262126	4347	0.982	555.0
chr8	143262689	143263839	1150	0.982	466.0
chr8	143264668	143265040	372	0.982	120.0
chr8	143265136	143279713	14577	0.982	3125.0
chr8	144000678	144007938	7260	0.97	2928.0
chr8	144008181	144018898	10717	0.97	6974.0
chr8	144019634	144022411	2777	0.97	726.0
chr8	144022444	144025972	3528	0.97	534.0
chr8	144026189	144051737	25548	0.97	18976.0
chr8	144053276	144055583	2307	0.97	1521.0
chr8	144057450	144058181	731	0.97	711.0
chr8	144058453	144061709	3256	0.97	2010.0
chr8	144062245	144062853	608	0.97	608.0
chr8	144106893	144107428	535	0.97	0.0
chr8	144108129	144108548	419	0.97	0.0
chr8	144109308	144109883	575	0.97	258.0
chr8	144111781	144117437	5656	0.97	5423.0
chr8	144167156	144186934	19778	0.97	13807.0
chr8	144208475	144223766	15291	0.964258975868	7666.0
chr8	144224275	144239319	15044	0.957626030311	4002.0
chr8	144752500	144766458	13958	-1.0	13363.0
