chr	start	end	length	rec	bgs
chr2	10000	12335	2335	-1.0	2284.0
chr2	2424863	2435861	10998	0.968987997818	8618.0
chr2	2435979	2437494	1515	0.97	218.0
chr2	2437700	2441579	3879	0.969661768497	1275.0
chr2	2441785	2465868	24083	0.969	17112.0
chr2	2466402	2467786	1384	0.969	1272.0
chr2	2468181	2468480	299	0.968	77.0
chr2	2469010	2473735	4725	0.967062010582	1952.0
chr2	2474362	2496520	22158	0.964704711617	10196.0
chr2	2497856	2500963	3107	0.971693916962	538.0
chr2	2501298	2539932	38634	0.976548739452	13609.0
chr2	2539950	2569913	29963	0.987883256016	14982.0
chr2	2570455	2572856	2401	0.988	390.0
chr2	2574148	2574618	470	0.988	0.0
chr2	2574825	2583802	8977	0.988	3650.0
chr2	2585281	2616874	31593	0.983624473776	18958.0
chr2	2637735	2638363	628	0.982828025478	196.0
chr2	2638917	2640068	1151	0.985679409209	574.0
chr2	2641137	2642900	1763	0.987152580828	170.0
chr2	2643402	2645760	2358	0.987636132316	633.0
chr2	2660402	2660867	465	0.979251612903	0.0
chr2	2660959	2664324	3365	0.988308766716	2121.0
chr2	2664864	2677115	12251	0.993735450167	3455.0
chr2	2706019	2709256	3237	0.993387704665	260.0
chr2	2709934	2720363	10429	0.99308610605	2333.0
chr2	2720697	2726139	5442	0.994	1819.0
chr2	2726835	2727594	759	0.994	204.0
chr2	2727977	2733679	5702	0.993229743949	3052.0
chr2	2740760	2741450	690	0.993	133.0
chr2	2774806	2776298	1492	0.994	240.0
chr2	2776807	2789206	12399	0.994	4038.0
chr2	2799460	2817882	18422	0.99388150038	7170.0
chr2	2830207	2835346	5139	0.988	2152.0
chr2	2835611	2837548	1937	0.987759938049	1225.0
chr2	2842163	2851637	9474	0.986219970445	3288.0
chr2	3129798	3135756	5958	0.969321248741	2549.0
chr2	3823931	3825485	1554	0.985281209781	1183.0
chr2	3825945	3826405	460	0.985	0.0
chr2	3848667	3853967	5300	0.984431886792	736.0
chr2	4372478	4429934	57456	0.989099537037	29399.0
chr2	4464423	4470339	5916	0.989524002705	1489.0
chr2	4470694	4493607	22913	0.993366211321	12207.0
chr2	4525040	4561467	36427	0.988834106569	22760.0
chr2	4562740	4575867	13127	0.990203702293	6064.0
chr2	4654677	4675807	21130	0.975686512068	10718.0
chr2	4734596	4736151	1555	0.969645016077	49.0
chr2	4736831	4760430	23599	0.973048646129	9775.0
chr2	4788306	4802821	14515	0.975817292456	6332.0
chr2	4825243	4840596	15353	0.991765322738	7938.0
chr2	4850368	4882121	31753	0.982272320726	12725.0
chr2	4924222	5005382	81160	0.99040680138	35757.0
chr2	5224308	5250634	26326	0.992223923118	18988.0
chr2	5252644	5280162	27518	0.991794461807	12954.0
chr2	5281002	5310595	29593	0.993833609299	17902.0
chr2	5310848	5311951	1103	0.994	0.0
chr2	5313164	5325358	12194	0.993858701	6382.0
chr2	5435584	5442841	7257	0.992442744936	3322.0
chr2	5442847	5443221	374	0.993	196.0
chr2	5443778	5447385	3607	0.993	3346.0
chr2	5449921	5486920	36999	0.988376604773	11761.0
chr2	5488525	5497668	9143	0.988366291152	3181.0
chr2	5713321	5736113	22792	0.973050500175	11732.0
chr2	5737304	5741868	4564	0.97099057844	2511.0
chr2	5968121	6007837	39716	0.960899184208	18652.0
chr2	6024522	6047947	23425	0.976611995731	11397.0
chr2	6048363	6062745	14382	0.980076136838	5971.0
chr2	6063807	6072818	9011	0.97871701254	3127.0
chr2	6120819	6122109	1290	0.975	99.0
chr2	6216609	6290647	74038	0.969664280505	39238.0
chr2	6343183	6356672	13489	0.979496256209	6139.0
chr2	6356946	6377928	20982	0.991388523496	9270.0
chr2	6379397	6380155	758	0.993	195.0
chr2	6402469	6417482	15013	0.992901951642	10807.0
chr2	6420640	6422481	1841	0.990952743074	534.0
chr2	6423021	6425080	2059	0.988687226809	438.0
chr2	6425573	6426379	806	0.983456575682	566.0
chr2	6426929	6430008	3079	0.979430009743	636.0
chr2	6430466	6442447	11981	0.991100075119	6882.0
chr2	6443005	6453085	10080	0.982538095238	3844.0
chr2	6517808	6618768	100960	0.983759449287	42095.0
chr2	6645479	6757333	111854	0.975453421424	53252.0
chr2	6805395	6861883	56488	0.972781475712	30437.0
chr2	6910442	6912947	2505	0.975187225549	173.0
chr2	6913485	6932779	19294	0.98045635949	9064.0
chr2	6933376	6934758	1382	0.979835021708	132.0
chr2	6935630	6960491	24861	0.972478058002	6872.0
chr2	6963075	6965588	2513	0.96391086351	1348.0
chr2	6965919	6968426	2507	0.958302752294	901.0
chr2	7049678	7050040	362	0.951	129.0
chr2	7050603	7052406	1803	0.951	388.0
