chr	start	end	length	rec	bgs
chr3	887698	895257	7559	0.979800238127	6794.0
chr3	904444	904834	390	0.978	22.0
chr3	905044	917841	12797	0.975102992889	6457.0
chr3	918693	940434	21741	0.987653419806	13408.0
chr3	1662454	1679823	17369	0.977896367091	5741.0
chr3	1681276	1683249	1973	0.993	901.0
chr3	1692530	1696210	3680	0.994	3668.0
chr3	1708090	1755875	47785	0.98653845349	33318.0
chr3	1756711	1758088	1377	0.983089324619	1361.0
chr3	1768091	1781095	13004	0.989503075977	6562.0
chr3	1788599	1876787	88188	0.987051344854	46875.0
chr3	1876885	1880953	4068	0.987967551622	1817.0
chr3	5067376	5098704	31328	0.966974687181	20118.0
chr3	5103825	5111573	7748	0.97	5400.0
chr3	5113713	5121255	7542	0.964426412092	4836.0
chr3	5125403	5163533	38130	0.951347128245	27440.0
chr3	5281599	5283635	2036	0.958	814.0
chr3	5284018	5291861	7843	0.963054443453	5532.0
chr3	5291940	5294609	2669	0.966477332334	1090.0
chr3	5294908	5295761	853	0.97	126.0
chr3	5296428	5297219	791	0.97	604.0
chr3	5298446	5315627	17181	0.972087713172	9445.0
chr3	5316493	5390650	74157	0.977461251129	38305.0
chr3	5442857	5447706	4849	0.986890699113	2486.0
chr3	5448169	5469309	21140	0.986463245033	12664.0
chr3	5469506	5470026	520	0.985651923077	152.0
chr3	5475161	5517362	42201	0.986343522665	20853.0
chr3	5539671	5550222	10551	0.99227040091	4373.0
chr3	5550698	5559189	8491	0.994	7564.0
chr3	5563937	5591057	27120	0.992037241888	22563.0
chr3	5591634	5597284	5650	0.990390088496	1934.0
chr3	5677861	5689056	11195	0.992524251898	6772.0
chr3	5724642	5732740	8098	0.991941590516	2680.0
chr3	5784441	5795170	10729	0.987902414018	4922.0
chr3	5795620	5797803	2183	0.99338112689	1238.0
chr3	5797903	5830629	32726	0.992254476563	18310.0
chr3	5869386	5905066	35680	0.990707931614	20759.0
chr3	5905485	5932728	27243	0.981459861249	11627.0
chr3	5933145	5934194	1049	0.984913250715	729.0
chr3	5934605	5945643	11038	0.982258380141	5644.0
chr3	5989900	6004550	14650	0.972213174061	8481.0
chr3	6407572	6430196	22624	0.991377210042	11373.0
chr3	6430700	6521333	90633	0.988032063376	46360.0
chr3	7821263	7846058	24795	0.953410526316	14130.0
chr3	7846579	7848626	2047	0.960138739619	1256.0
chr3	7849459	7854542	5083	0.963199488491	2694.0
chr3	7857695	7897153	39458	0.968483653505	21590.0
chr3	7897588	7902511	4923	0.96785313833	1993.0
chr3	7982827	7989783	6956	0.967779183439	5185.0
chr3	8653614	8661085	7471	0.964469816624	6198.0
chr3	10767436	10798357	30921	0.963723715274	17793.0
chr3	10813405	10818196	4791	0.96078647464	1226.0
chr3	10818593	10818799	206	0.963	0.0
chr3	10980893	10981164	271	0.951	0.0
chr3	10983370	11013494	30124	0.957021378303	12307.0
chr3	11013758	11034381	20623	0.952447025166	10501.0
chr3	11766453	11770016	3563	0.95749761437	2606.0
chr3	11770134	11770456	322	0.958	256.0
chr3	11770800	11780831	10031	0.961978865517	6181.0
chr3	11781162	11781513	351	0.964	162.0
chr3	11784822	11790404	5582	0.964	4725.0
chr3	11790937	11791391	454	0.964	30.0
chr3	11791942	11792151	209	0.964	140.0
chr3	11792732	11792954	222	0.964	133.0
chr3	11793526	11795258	1732	0.964	1475.0
chr3	11796157	11798648	2491	0.964	1211.0
chr3	11799036	11802467	3431	0.963857475955	1983.0
chr3	11802866	11805984	3118	0.964	1551.0
chr3	11807619	11810849	3230	0.960717647059	2735.0
chr3	11811498	11812182	684	0.958	165.0
chr3	11812515	11814463	1948	0.955123203285	1550.0
chr3	14349248	14356757	7509	0.952	4877.0
chr3	14357030	14372104	15074	0.951661138384	8105.0
chr3	14394068	14406171	12103	0.952	5234.0
chr3	14406423	14412735	6312	0.958	3706.0
chr3	14413392	14437948	24556	0.957430159635	13366.0
chr3	14438629	14439558	929	0.957	418.0
chr3	14440737	14444075	3338	0.95641312163	1692.0
chr3	20817314	20895909	78595	0.967240193397	40959.0
chr3	20927118	20945098	17980	0.96983759733	11778.0
chr3	20945412	20946992	1580	0.97	243.0
chr3	22414812	22417144	2332	0.985701972556	425.0
chr3	22445220	22466557	21337	0.986058349346	11199.0
chr3	22466558	22551004	84446	0.986380894299	39624.0
chr3	22640648	22643955	3307	0.982	3268.0
chr3	22646380	22670385	24005	0.981261153926	13501.0
chr3	22913956	22941522	27566	0.975	12477.0
chr3	23039760	23095159	55399	0.972361324212	35724.0
chr3	23106970	23113208	6238	0.975	4465.0
chr3	23113538	23135521	21983	0.969845835418	12835.0
chr3	23176348	23177570	1222	0.955	678.0
chr3	23642017	23648851	6834	0.958375768218	2772.0
chr3	23648882	23710472	61590	0.965005163176	34938.0
chr3	26527629	26554764	27135	0.960975271789	14270.0
chr3	28019618	28029324	9706	0.952015660416	4570.0
chr3	28029512	28029713	201	0.951233830846	37.0
chr3	28035385	28038700	3315	0.951150527903	2228.0
